lambda_nm,T_LL,T_LR,T_RL,T_RR
700.0,(-0.5873932997569542-0.07821443229088978j),(0.24672517861546794-0.08041858873358887j),(-0.2072175812137348-0.16257106721969652j),(-0.5808769970440193-0.07493582931927373j)
700.9999999999999,(-0.5883141050774481-0.0694126995042205j),(0.24576146186161302-0.08622513257093267j),(-0.21124816964230791-0.15873285677112703j),(-0.5817530864897309-0.0663142599969748j)
702.0,(-0.5890557709014033-0.060635996067231364j),(0.24464160334192975-0.09203099197334966j),(-0.2152149678724231-0.15476053256859232j),(-0.5824723130283753-0.05770182254455348j)
703.0,(-0.5896273615067735-0.05190017342997094j),(0.2433635670124099-0.0978204202131831j),(-0.2190938014752154-0.1506547056403703j),(-0.5830336002186991-0.049101581850482856j)
704.0,(-0.5900458213362355-0.043213063550020116j),(0.2419340958697323-0.10358085664040528j),(-0.22286407139706527-0.14642889237851614j),(-0.5834347031956785-0.04051566746566749j)
704.9999999999999,(-0.5903289434250413-0.03457028743463695j),(0.2403640363965031-0.10930799085014259j),(-0.22651601017798456-0.14210504915141925j),(-0.5836708767082145-0.03194730147278809j)
706.0,(-0.590486756768724-0.025956701363886885j),(0.23866146106562403-0.1150063113768914j),(-0.23005384986550115-0.13770548013043207j),(-0.5837358668624124-0.023403635643248828j)
706.9999999999999,(-0.5905154911826346-0.0173534287073685j),(0.23682624091128707-0.12068480118885966j),(-0.2334934946315072-0.13324437451645943j),(-0.5836253748995762-0.01489725606943948j)
707.9999999999999,(-0.590397377571287-0.008747622159780732j),(0.23484904703384088-0.126350031620266j),(-0.23685562989110473-0.128722399364855j),(-0.5833414532287922-0.00644456141895681j)
709.0,(-0.590106948936958-0.00014049737960051861j),(0.23271547711362267-0.13200042219480446j),(-0.24015711723776995-0.12412642585730882j),(-0.5828952159388648+0.0019392709665413792j)
710.0,(-0.5896213843238831+0.008450356397604913j),(0.2304132057683945-0.13762503415089783j),(-0.24340414786713369-0.11943421822076168j),(-0.5823054637777005+0.010247021291019301j)
711.0,(-0.5889302666377187+0.016995935269511157j),(0.227938155787704-0.14320802943996347j),(-0.24658968154875266-0.11462180025352076j),(-0.5815924184243448+0.018484669104764605j)
711.9999999999999,(-0.5880400159083597+0.02546620348573434j),(0.22529572802546827-0.14873685482158724j),(-0.24969563498324154-0.1096702060988978j),(-0.5807681253663876+0.026671813004821833j)
713.0,(-0.5869704109725425+0.03384126303859328j),(0.22249527072040165-0.15420978319126732j),(-0.25269807199158634-0.10456887811977511j),(-0.5798271662173647+0.034835440522173564j)
713.9999999999999,(-0.5857441807426575+0.04211783625910563j),(0.2195393637989939-0.1596379398847243j),(-0.25557232977511646-0.09931482808761272j),(-0.5787420876013429+0.04299788057274005j)
714.9999999999998,(-0.5843740861626178+0.050307240753543876j),(0.21641262367017433-0.1650388235254227j),(-0.2582952247194529-0.09390895405585292j),(-0.5774668710742664+0.051162537553326136j)
716.0,(-0.5828536475803773+0.05842461762661546j),(0.21307607904055098-0.17042198545528117j),(-0.2608431502825595-0.08835251804537961j),(-0.5759490759578455+0.059302677088406995j)
717.0,(-0.5811567892324784+0.0664732306844577j),(0.20947189390598342-0.17577148385266622j),(-0.2631872596304191-0.08264693325592613j),(-0.5741479397910189+0.06735827472031887j)
717.9999999999999,(-0.57924835563608+0.07443044115366532j),(0.20553958137656358-0.18103224715108293j),(-0.2652889123984251-0.0767985285793226j),(-0.5720530226410697+0.07524366158162057j)
718.9999999999999,(-0.5771029427153219+0.08224218306551562j),(0.2012401652554392-0.18610731708450046j),(-0.26709918382036413-0.07082743310984657j),(-0.5696970562262321+0.08286513331346385j)
719.9999999999998,(-0.5747255869362764+0.08983013570911572j),(0.19658085129094682-0.19086988258247484j),(-0.2685650749873627-0.06477723472980336j),(-0.5671579878129531+0.09014410965177552j)
721.0,(-0.5721662108754044+0.09711119113419278j),(0.1916313131091988-0.19518902265083665j),(-0.26964247433926736-0.058720741577740154j),(-0.5645484202081503+0.09703917905797949j)
721.9999999999998,(-0.5695211351340467+0.10402396110277165j),(0.18652444937896173-0.19896293909225835j),(-0.27031288684986454-0.05275770756557205j),(-0.561994647451134+0.10356030916873082j)
722.9999999999999,(-0.5669190551652664+0.1105538387116082j),(0.18143898907642558-0.20215011277285178j),(-0.27059869683213084-0.04700273145936949j),(-0.5596108658493747+0.10977072184727935j)
724.0,(-0.5644942178635451+0.11674783132376207j),(0.17656710324185554-0.20478859011742007j),(-0.27057124028996404-0.04156492182179808j),(-0.5574757165393606+0.11577566662727423j)
724.9999999999999,(-0.5623541804511343+0.12271323453974138j),(0.17207520755255823-0.20699670922533664j),(-0.2703475638549746-0.03652410985721721j),(-0.5556175599759927+0.12170128711025101j)
725.9999999999998,(-0.5605517866176041+0.12859927032700783j),(0.1680686358115432-0.20895401184809698j),(-0.2700749824294958-0.03191018603958361j),(-0.5540121006072057+0.12766961788009576j)
727.0,(-0.5590700137357054+0.13456630416302562j),(0.16456994902260533-0.21086702827015244j),(-0.2699063372142819-0.02769181497896503j),(-0.552592174173715+0.1337765659576663j)
728.0,(-0.557824459299557+0.14075127392894318j),(0.16151663696796525-0.21292907546635603j),(-0.26997189863980264-0.02377838027885125j),(-0.5512659917361861+0.14007835308485875j)
728.9999999999998,(-0.5566827976610198+0.14723914373066965j),(0.1587782459142651-0.2152847357524849j),(-0.27035510852787886-0.02003529767262051j),(-0.5499380422850404+0.14658891741865027j)
730.0,(-0.5554954121904371+0.15404819800009206j),(0.1561874420273387-0.21800788466050733j),(-0.27107839197046546-0.01630903017536603j),(-0.5485267652436246+0.15328729564462873j)
731.0,(-0.5541282858126323+0.16113258069642927j),(0.15357595856261197-0.22109774788872044j),(-0.27210242896676906-0.01245547165392348j),(-0.5469748655319845+0.1601312141645444j)
732.0,(-0.5524890510311455+0.1684002150600112j),(0.15080578821657453-0.22449204315002486j),(-0.27333850962757933-0.008364646710128723j),(-0.545250990727179+0.16707186026109846j)
732.9999999999998,(-0.5505397542017825+0.17573987176136663j),(0.14778833248234138-0.2280915961499913j),(-0.2746701165498624-0.003976042663534893j),(-0.5433443591575995+0.174065326998746j)
734.0,(-0.5482943314580816+0.1830490356287738j),(0.14448850797237903-0.23178831468594274j),(-0.27597773376140444+0.0007182004770160955j),(-0.5412558578163088+0.18107814129262115j)
734.9999999999999,(-0.5458034602011935+0.19025485662537767j),(0.14091548977418594-0.23548863278977986j),(-0.2771606230305446+0.0056815623436897444j),(-0.5389895855104231+0.18808676879919833j)
736.0,(-0.5431328287416777+0.19732341150008625j),(0.13710532202092424-0.23912711894343913j),(-0.27815084254147254+0.010849287371990868j),(-0.5365478361538207+0.1950731146730344j)
736.9999999999999,(-0.5403420063782964+0.20425658152249737j),(0.13310205812842155-0.24266876874247537j),(-0.27891746231888115+0.016147260517187317j),(-0.5339306332729836+0.202019112154749j)
738.0,(-0.5374698757938949+0.21107964240931554j),(0.12894323105944372-0.24610218243589577j),(-0.27946181890559585+0.0215085758808215j),(-0.5311389279868761+0.20890327072909115j)
738.9999999999998,(-0.5345296769667998+0.21782498480542217j),(0.12465290194280401-0.24942819118057408j),(-0.27980685901558056+0.02688426919009003j),(-0.5281791943150105+0.21570078950087773j)
740.0,(-0.5315132560301531+0.224517674833671j),(0.12024238260632278-0.2526489634045007j),(-0.2799845883089429+0.03224693827101789j),(-0.5250668243160505+0.2223871221376841j)
740.9999999999999,(-0.5284013039641746+0.23116699981682937j),(0.11571611797235978-0.2557613314897446j),(-0.280025276338592+0.03758817437231482j),(-0.5218264413772589+0.22894339495891597j)
742.0,(-0.5251750341049829+0.23776549271624506j),(0.11107894754149392-0.25875574518890176j),(-0.27995071570788943+0.042912211947532045j),(-0.5184886339286597+0.23536135549652157j)
742.9999999999999,(-0.5218251102688405+0.2442942195572603j),(0.10634126548921852-0.2616198549860999j),(-0.27977209481395704+0.04822865097534118j),(-0.515084083393365+0.24164575852057021j)
744.0,(-0.518355324554256+0.2507312555434109j),(0.10152011248506046-0.264344114208718j),(-0.2794915418742614+0.05354658059450518j),(-0.5116370673034616+0.24781310769282983j)
744.9999999999999,(-0.514780766592245+0.2570597614746432j),(0.09663622808815783-0.2669264208591875j),(-0.27910556557074595+0.05887130841590779j),(-0.508160532343017+0.25388702636140154j)
745.9999999999999,(-0.5111221763370426+0.2632728678938516j),(0.09170877010267192-0.26937364764749017j),(-0.2786085823097046+0.06420367876987952j),(-0.504654340645889+0.2598917124902619j)
747.0,(-0.5073992064015435+0.2693742009141875j),(0.08675019072787671-0.27169945653992983j),(-0.27799531297741975+0.06954108351352556j),(-0.5011071717889729+0.265845534148175j)
747.9999999999999,(-0.5036252225586553+0.2753746445035665j),(0.0817634743601948-0.2739193885185586j),(-0.27726169784585397+0.07487896338939254j),(-0.49750134844872007+0.2717566808287888j)
749.0,(-0.49980525461888947+0.28128718858110646j),(0.07674282729073043-0.2760452554353339j),(-0.276404733477274+0.0802118464995138j),(-0.4938189715652196+0.2776220145406728j)
750.0,(-0.4959372796625926+0.28712209310159964j),(0.07167747955254153-0.2780810131080256j),(-0.27542201196103644+0.08553355179026555j),(-0.4900474696087963+0.28342918175171183j)
751.0,(-0.4920157541642335+0.2928841027705896j),(0.0665570838349202-0.28002160061204484j),(-0.2743116672615512+0.09083679211453397j),(-0.4861830215029973+0.2891610448861285j)
752.0,(-0.4880356466851757+0.298572387799311j),(0.061376688164492044-0.28185503432343345j),(-0.2730730233587442+0.09611277962186644j),(-0.48223112008580754+0.2948008923851923j)
752.9999999999998,(-0.48399531483033975+0.30418273578077865j),(0.05613954141619604-0.2835668376261753j),(-0.2717077283984409+0.1013514400421993j),(-0.4782044878951872+0.30033683970641206j)
753.9999999999999,(-0.4798972771656147+0.30971071880674694j),(0.05085688585530615-0.2851451118055901j),(-0.27022079164733037+0.10654252335677214j),(-0.47411931655666373+0.3057642879347827j)
755.0000000000001,(-0.4757469035485573+0.31515436104499217j),(0.04554501707489339-0.2865844516451579j),(-0.26862087159575626+0.11167742753686363j),(-0.4699911544015236+0.31108605007690693j)
755.9999999999999,(-0.4715498833541498+0.3205152320412147j),(0.04022082261129922-0.2878874545573868j),(-0.2669194110024363+0.11675114800429892j),(-0.4658316571430622+0.3163105081546209j)
756.9999999999998,(-0.4673097287808189+0.3257976641159934j),(0.03489743293413766-0.28906350938705583j),(-0.2651286632398185+0.12176360325898707j),(-0.46164694764846914+0.3214486831789063j)
758.0000000000001,(-0.46302642783758874+0.3310065996279711j),(0.029581431947705267-0.29012551126221486j),(-0.2632591140270161+0.12671973353750782j),(-0.45743771102453146+0.32651125436888984j)
759.0000000000001,(-0.4586967908832661+0.33614510185409807j),(0.024272404059847846-0.29108579247671373j),(-0.26131708785932395+0.13162816553386614j),(-0.45320060697328657+0.33150636426837155j)
759.9999999999999,(-0.4543162968143174+0.34121263611558905j),(0.018964724235074976-0.2919526934112343j),(-0.25930332836937564+0.13649872884587075j),(-0.4489302780866705+0.33643862039474126j)
760.9999999999999,(-0.44988163809606296+0.34620485807805124j),(0.013650750103246234-0.292728828048853j),(-0.257213057311262+0.14133951488810143j),(-0.44462122719711694+0.3413092352126088j)
762.0,(-0.44539290903902296+0.3511150109167097j),(0.008324197576552311-0.29341140744140104j),(-0.2550375530493344+0.146154341512204j),(-0.4402690741179869+0.34611690197112155j)
762.9999999999999,(-0.440854549729556+0.35593639284644013j),(0.002982564385496156-0.2939942462044518j),(-0.2527668114658534+0.15094137052749093j),(-0.4358710517642969+0.35085887965725j)
763.9999999999999,(-0.4362746570410805+0.36066495239870616j),(-0.00237207027129048-0.2944705530988039j),(-0.25039252270501694+0.15569326809204606j),(-0.43142591571509104+0.3555318567085906j)
764.9999999999998,(-0.4316628977572596+0.3653010362301765j),(-0.007733901099889098-0.29483545498312236j),(-0.24791051972319905+0.16039882698567123j),(-0.42693360981168854+0.3601324004073967j)
766.0,(-0.4270277704887624+0.36984964305336004j),(-0.013095363994405196-0.2950874344937399j),(-0.24532204227093823+0.16504554332773186j),(-0.4223950158642502+0.36465705777019836j)
766.9999999999999,(-0.4223741836085245+0.3743190875091849j),(-0.018449357571723446-0.29522835121241264j),(-0.2426335374656683+0.16962239165464943j),(-0.41781195640695545+0.36910234523488966j)
767.9999999999999,(-0.41770218336842646+0.37871854004577216j),(-0.023790887461151433-0.29526226237628794j),(-0.23985515405459307+0.1741220372560648j),(-0.4131874054604714+0.3734648892878722j)
769.0000000000001,(-0.41300724670227235+0.38305528390493915j),(-0.02911762110173395-0.29519366280776005j),(-0.2369984421782434+0.17854194563440132j),(-0.4085256940390824+0.3777418652490875j)
769.9999999999998,(-0.4082820097895854+0.3873325982376976j),(-0.03442930719743288-0.29502589682553804j),(-0.2340739424415405+0.18288420803851949j),(-0.4038324463279688+0.381931689743473j)
770.9999999999998,(-0.4035188307137561+0.3915489321104104j),(-0.03972644475243706-0.2947603387190839j),(-0.2310893032413265+0.18715427634127643j),(-0.39911406693416057+0.38603474328085285j)
772.0000000000001,(-0.39871233896900066+0.3956985802543101j),(-0.04500883016746332-0.29439657883584563j),(-0.22804834090854154+0.1913590752753384j),(-0.39437678108554625+0.3900538118718731j)
773.0,(-0.39386117402747406+0.39977357435018807j),(-0.0502745970941004-0.2939334393944123j),(-0.22495114241012823+0.19550506438045753j),(-0.38962543227176377+0.39399397983499224j)
773.9999999999998,(-0.38896842294626316+0.4037661321574005j),(-0.05552012084229131-0.2933703328485192j),(-0.22179501165648463+0.19959674671146024j),(-0.3848623831899047+0.3978618665589719j)
775.0,(-0.38404071263696904+0.40767087469003815j),(-0.060740794685102406-0.292708371076561j),(-0.21857586573842697+0.20363591435285414j),(-0.3800868881777125+0.401664319733239j)
776.0,(-0.3790863391170928+0.4114861541200186j),(-0.06593234146104039-0.29195075844262985j),(-0.215289640098201+0.20762166473572286j),(-0.3752951956079845+0.4054068765738876j)
776.9999999999999,(-0.3741130859996214+0.415214167796507j),(-0.07109212419583186-0.29110229499593177j),(-0.21193335253499182+0.21155100298383644j),(-0.3704814318277763+0.40909241092866233j)
777.9999999999999,(-0.36912642298565823+0.4188599418454741j),(-0.07621992767561792-0.29016816145285707j),(-0.20850565326584375+0.21541972566411424j),(-0.3656390828575876+0.41272035893389575j)
778.9999999999998,(-0.36412858986701746+0.4224296124354302j),(-0.08131788493581435-0.2891524282213451j),(-0.20500688032423856+0.21922328063950067j),(-0.36076270388529985+0.4162867654867931j)
779.9999999999999,(-0.35911874268617744+0.4259286081869763j),(-0.08638953730440299-0.28805683382156644j),(-0.20143878116562616+0.22295739419872787j),(-0.35584940966592177+0.4197851659962347j)
780.9999999999999,(-0.3540939860337315+0.4293603024178018j),(-0.0914383283421298-0.28688028459866466j),(-0.19780411454855779+0.22661839922580598j),(-0.3508997545806459+0.4232080844422768j)
781.9999999999999,(-0.3490508554984354+0.4327254903613948j),(-0.09646603258562278-0.2856192779424358j),(-0.19410630998911452+0.2302033281041217j),(-0.34591777994068307+0.4265487610545147j)
782.9999999999999,(-0.343986722376692+0.4360227409976283j),(-0.10147164492608472-0.284269136806067j),(-0.19034926571056532+0.23370990606904082j),(-0.3409102343841351+0.42980266911017817j)
783.9999999999999,(-0.33890068222377046+0.4392493843647822j),(-0.10645110385305397-0.28282567274514864j),(-0.1865372575874455+0.23713657713241426j),(-0.33588519154296703+0.4329684516572899j)
785.0,(-0.3337937123650607+0.4424027161106385j),(-0.11139794909398563-0.2812867563986521j),(-0.18267485690680135+0.24048262828875067j),(-0.3308504350056062+0.4360480783984839j)
786.0,(-0.3286681542029117+0.4454809797693821j),(-0.11630471549683724-0.2796533085776641j),(-0.17876674159842243+0.24374838377065905j),(-0.325812016890676+0.4390462361820375j)
786.9999999999999,(-0.32352679971380954+0.4484838155572408j),(-0.1211646380416472-0.27792941383020753j),(-0.1748173353293294+0.24693536242908132j),(-0.32077332078978255+0.4419691602938799j)
787.9999999999999,(-0.31837196775590354+0.45141208544642j),(-0.12597315701054682-0.27612153456689j),(-0.1708302982613509+0.2500462618823897j),(-0.31573480280690697+0.444823235549728j)
789.0000000000001,(-0.3132049195982782+0.4542672153176025j),(-0.13072878812751879-0.27423707636199096j),(-0.16680798460948795+0.2530846663281133j),(-0.3106943970709633+0.44761371900539293j)
790.0,(-0.3080258087890712+0.457050357191436j),(-0.13543312817806707-0.27228273906210887j),(-0.16275103771603916+0.25605445992212705j),(-0.30564840927452447+0.4503438639360346j)
791.0,(-0.3028341497808994+0.4597617182850866j),(-0.14009003171954437-0.2702631317890119j),(-0.15865828904303902+0.258959034095602j),(-0.30059262550197485+0.453014588333702j)
792.0,(-0.29762959839124015+0.46240032256889585j),(-0.14470423442860902-0.2681800276642957j),(-0.15452706081978557+0.26180046674424273j),(-0.2955233520271948+0.4556246761394668j)
792.9999999999999,(-0.29241272909677696+0.4649643002714231j),(-0.14927984211104534-0.2660324262161939j),(-0.15035386257976902+0.2645788909820144j),(-0.2904381665543402+0.4581713711184592j)
794.0,(-0.2871855013350926+0.4674516043333521j),(-0.15381911453456723-0.2638173476721877j),(-0.14613535391786117+0.2672922446962158j),(-0.2853362733048579+0.46065115345354957j)
795.0,(-0.28195122126789685+0.46986089791391966j),(-0.15832185639648463-0.26153107938701103j),(-0.1418693571690062+0.2699365047028619j),(-0.2802184745184749+0.4630604881805264j)
795.9999999999999,(-0.27671398385668+0.47219229397073414j),(-0.16278552830890844-0.2591704885211945j),(-0.137555673019196+0.2725063856615084j),(-0.27508686362990764+0.4653963911889044j)
797.0,(-0.27147776086273184+0.47444767426439827j),(-0.1672059746309744-0.25673403076440576j),(-0.13319649008342263+0.2749963601698668j),(-0.2699443884506095+0.4676567458797328j)
798.0,(-0.2662454239484321+0.47663045211093114j),(-0.17157849804186198-0.2542222077447684j),(-0.12879627619716977+0.2774017686191819j),(-0.2647944224743983+0.46984038969836905j)
799.0,(-0.26101801993074814+0.4787448237301284j),(-0.17589893851578567-0.25163741004935375j),(-0.12436116735580091+0.2797197604485761j),(-0.259640432438233+0.471947048036061j)
800.0,(-0.25579454101406485+0.4807947181607126j),(-0.18016445009787688-0.24898326808709972j),(-0.11989799415248872+0.28194984932825806j),(-0.25448576462189265+0.4739772098652377j)
